name;unique;total;ratio
Francis Ford Coppola;14;15;0.9333333333333333
Gas Mask PeTA Member;14;19;0.7368421052631579
Disney Exec 3;14;15;0.9333333333333333
Bellboy;14;14;1.0
Sgt. Larsen;14;15;0.9333333333333333
Kid 3;14;14;1.0
Thin Plumber;14;15;0.9333333333333333
White Bitch;14;14;1.0
Males;14;21;0.6666666666666666
Frida;14;18;0.7777777777777778
Agent 12;14;14;1.0
Businessman;14;17;0.8235294117647058
Mr. Johnson;14;15;0.9333333333333333
Manning;14;17;0.8235294117647058
Lady 2;14;14;1.0
Rider 1;14;15;0.9333333333333333
Rosie;14;19;0.7368421052631579
Cat Burglar;14;15;0.9333333333333333
Elderly Man 6;14;17;0.8235294117647058
Goth Voice;14;15;0.9333333333333333
Tall Goon;14;21;0.6666666666666666
Tom Green;14;17;0.8235294117647058
Audience Members;14;14;1.0
Little Slave;14;15;0.9333333333333333
Lambtron;14;14;1.0
Female Reporter 2;14;19;0.7368421052631579
Jogger;14;15;0.9333333333333333
Lao Tzu;14;15;0.9333333333333333
Mephesto Tryout;14;14;1.0
With the Damned;14;15;0.9333333333333333
Gerald Broflovski;14;14;1.0
BP Man 3;14;16;0.875
Summit Host;14;14;1.0
Black Man;13;13;1.0
Archangel;13;13;1.0
Trainer 3;13;14;0.9285714285714286
Anchorwoman;13;13;1.0
Driver 3's Passenger;13;17;0.7647058823529411
Mephesto Actor;13;18;0.7222222222222222
Coucilman;13;16;0.8125
Donald T. Brown;13;13;1.0
Alarm;13;39;0.3333333333333333
Mepehsto;13;14;0.9285714285714286
Queen Elizabeth II;13;14;0.9285714285714286
Hockey Player;13;15;0.8666666666666667
Officer 10;13;15;0.8666666666666667
Sheriff;13;14;0.9285714285714286
Seniors;13;31;0.41935483870967744
Future Butters;13;13;1.0
Tooth;13;32;0.40625
Nadia;13;14;0.9285714285714286
Paparazzo;13;14;0.9285714285714286
UAL 2;13;14;0.9285714285714286
A Teen Boy;13;14;0.9285714285714286
Teen Boy 8;13;14;0.9285714285714286
Creature;13;15;0.8666666666666667
A Nurse;13;13;1.0
Phl;13;13;1.0
Patron with hat;13;25;0.52
OC Girl;13;13;1.0
Resident 15;13;14;0.9285714285714286
Male Anchor;13;13;1.0
Rescuer;13;15;0.8666666666666667
Groupie;13;13;1.0
DVDA;13;21;0.6190476190476191
Steve Forbes;13;16;0.8125
Protester 2;13;13;1.0
Biker 4;13;13;1.0
Employee 3;13;15;0.8666666666666667
Specialist 4;13;13;1.0
SNN anchor;13;15;0.8666666666666667
The Marshes' Answering Machine;13;13;1.0
Tree hugger;13;13;1.0
Someone;13;15;0.8666666666666667
Kindergartner;13;13;1.0
New Yorker;13;13;1.0
A Quint;13;13;1.0
People;13;19;0.6842105263157895
Deck Hand;13;13;1.0
Staffer 3;13;18;0.7222222222222222
Man 13;13;15;0.8666666666666667
Cow;13;15;0.8666666666666667
Assemblyman 1;13;13;1.0
Fans;13;35;0.37142857142857144
ESPN Announcer;13;13;1.0
Lesbian 4;13;15;0.8666666666666667
Artist;13;13;1.0
Rod;13;33;0.3939393939393939
Sports Reporter;13;14;0.9285714285714286
NAMBLA Member;13;14;0.9285714285714286
Director 8;13;13;1.0
Print Reporter;13;14;0.9285714285714286
Queen Gertrude;13;20;0.65
Emmett;13;27;0.48148148148148145
Fonzie;13;17;0.7647058823529411
Rescuer 3;13;13;1.0
Toothbrush;13;29;0.4482758620689655
Deery Deer;13;15;0.8666666666666667
Ween;13;14;0.9285714285714286
Mrs. Crabtree;13;18;0.7222222222222222
Pam;13;13;1.0
Millionaire;13;13;1.0
Ginger 4;13;13;1.0
Stallone;13;16;0.8125
Middle Dwarf;13;14;0.9285714285714286
Kylie's Mom;13;13;1.0
R. Booth;13;18;0.7222222222222222
Older Woman;13;13;1.0
Laborer 4;13;15;0.8666666666666667
Mandy;13;13;1.0
Standing Patron;13;13;1.0
Specialist 2;13;13;1.0
Pedo 2;13;14;0.9285714285714286
Female Staffer;12;12;1.0
Jenny's Mother;12;13;0.9230769230769231
Quint 5;12;12;1.0
SWAT Hansen;12;12;1.0
Boy Slave;12;14;0.8571428571428571
Burger King Exec;12;12;1.0
SWAT Officer 1;12;12;1.0
Louse 10;12;14;0.8571428571428571
Cous-Cous;12;12;1.0
Wing;12;17;0.7058823529411765
Emily;12;15;0.8
Pirate 3;12;14;0.8571428571428571
Caller 1;12;12;1.0
Teen Boy 5;12;13;0.9230769230769231
Citizen;12;14;0.8571428571428571
The Lords;12;28;0.42857142857142855
Butt Out! Man 2;12;13;0.9230769230769231
Patricia;12;12;1.0
Protestor #5;12;14;0.8571428571428571
Muslim 2;12;12;1.0
Melissa;12;14;0.8571428571428571
Storm Trooper;12;12;1.0
Marksman;12;12;1.0
Pig;12;17;0.7058823529411765
EVGames Clerk;12;13;0.9230769230769231
Senator 4;12;12;1.0
Townsman 7;12;12;1.0
AA Speaker;12;12;1.0
Angel 4;12;12;1.0
Uncle Howard;12;12;1.0
Detective 4;12;13;0.9230769230769231
Cantor;12;13;0.9230769230769231
Nibblet;12;15;0.8
Demon 2;12;13;0.9230769230769231
Denver Player 2;12;12;1.0
Heidi's Mom;12;14;0.8571428571428571
Elderly Passenger;12;15;0.8
Lesbian 7;12;13;0.9230769230769231
A man;12;12;1.0
Icarus;12;12;1.0
Emo Boy 2;12;16;0.75
Lowes Pit Boss;12;12;1.0
Cartman's Conscience;12;12;1.0
Donna;12;12;1.0
Leonardo DiCaprio;12;12;1.0
First Mate;12;13;0.9230769230769231
Dispatcher 3;12;14;0.8571428571428571
A woman;12;12;1.0
Paparazzo 12;12;12;1.0
Elderly Man 9;12;16;0.75
Beast;12;14;0.8571428571428571
Ticket agent;12;12;1.0
Elderly Man 8;12;15;0.8
A Driver;12;13;0.9230769230769231
Little Vamp;12;13;0.9230769230769231
Engineer;12;12;1.0
Voice over;12;16;0.75
Garrison 1;12;13;0.9230769230769231
Photographer 2;12;12;1.0
Officer Barbardy;12;12;1.0
Garrison 2;12;13;0.9230769230769231
Fan 2;12;12;1.0
Redneck 10;12;12;1.0
Rick Watts;12;12;1.0
Johnny Knoxville;11;13;0.8461538461538461
Rosemary;11;13;0.8461538461538461
His Date;11;11;1.0
Black Member;11;11;1.0
CD;11;51;0.21568627450980393
Smoker;11;12;0.9166666666666666
Guests;11;14;0.7857142857142857
Sia;11;11;1.0
Child singers;11;21;0.5238095238095238
Sixth Grader 6;11;11;1.0
Charlie Brown;11;11;1.0
Café 180 Patron;11;12;0.9166666666666666
Center 2;11;13;0.8461538461538461
Darryl;11;11;1.0
Suzanne;11;11;1.0
Sir 1;11;13;0.8461538461538461
HC Driver 3;11;11;1.0
Dale Earnhardt;11;12;0.9166666666666666
Teen Boy 1;11;11;1.0
Lead Referee;11;12;0.9166666666666666
Passenger 2;11;11;1.0
Preacher;11;11;1.0
Alarm: Alert.;11;12;0.9166666666666666
Blonde Protester;11;11;1.0
Landlord;11;11;1.0
Black Officer;11;13;0.8461538461538461
A Melvin;11;12;0.9166666666666666
Analyst;11;11;1.0
Wrestler;11;11;1.0
Townsman 5;11;11;1.0
Barber;11;11;1.0
Tugger;11;22;0.5
Trashman;11;11;1.0
Yamal;11;17;0.6470588235294118
Patrick Duffy;11;12;0.9166666666666666
Puffy the Bear;11;11;1.0
Paparazzo 6;11;12;0.9166666666666666
Women;11;14;0.7857142857142857
Italy;11;11;1.0
Crip 2;11;14;0.7857142857142857
Lesbian 10;11;11;1.0
Guide 1;11;11;1.0
Pirates;11;16;0.6875
Captain Bly;11;11;1.0
Grandmother Mother;11;12;0.9166666666666666
Mr. Mackey's Father;11;11;1.0
Gambler 3;11;11;1.0
Contestant;11;13;0.8461538461538461
Elderly Man 4;11;12;0.9166666666666666
Celine;11;11;1.0
Steve Bischiotti;11;11;1.0
Goth Kids (singing);11;11;1.0
Artsy Man;11;11;1.0
Nurse 2;11;11;1.0
Tough Boy 3;11;12;0.9166666666666666
Flora;11;18;0.6111111111111112
Tech 7;11;11;1.0
Incredibly Obese Black Man;11;21;0.5238095238095238
Elderly Woman 4;11;11;1.0
Larger Group;11;11;1.0
Mr. Denkins;11;14;0.7857142857142857
Milo;11;11;1.0
Purity Boy 3;11;12;0.9166666666666666
Lion 1;11;11;1.0
American Male 1;11;11;1.0
Tardy Man;11;11;1.0
Jr.;11;12;0.9166666666666666
Taller man;10;10;1.0
American Female;10;14;0.7142857142857143
Geologist 1;10;11;0.9090909090909091
Older Daughter;10;12;0.8333333333333334
Mr. Geiger;10;11;0.9090909090909091
Brunet Man;10;10;1.0
Thomas McElroy;10;10;1.0
The Pope;10;12;0.8333333333333334
Tall Crip;10;10;1.0
Circlovich;10;11;0.9090909090909091
SWAT Officer 4;10;10;1.0
Agent 9;10;10;1.0
Other men;10;18;0.5555555555555556
Ghandi;10;10;1.0
Brobee;10;13;0.7692307692307693
Elvin;10;12;0.8333333333333334
Shopper;10;12;0.8333333333333334
Sixth Grader 5;10;10;1.0
Justin Bieber;10;17;0.5882352941176471
The Broflovskis' Answering Machine;10;10;1.0
Member;10;10;1.0
Hippie 5;10;11;0.9090909090909091
Randy Singing;10;28;0.35714285714285715
Mr.Mackey;10;17;0.5882352941176471
Show Announcer;10;10;1.0
Lead Soldier;10;16;0.625
KKK Members;10;17;0.5882352941176471
HC Driver 5;10;12;0.8333333333333334
Felipe;10;13;0.7692307692307693
Blond Officer;10;10;1.0
Angela Merkel;10;10;1.0
Blonde Nurse;10;10;1.0
Angel 11;10;11;0.9090909090909091
Injured Man;10;11;0.9090909090909091
Sixth Grader 9;10;11;0.9090909090909091
Paparazzo 7;10;10;1.0
Other kids;10;15;0.6666666666666666
Cartman's Bad Side;10;10;1.0
Jake;10;12;0.8333333333333334
Brother Anderson;10;11;0.9090909090909091
A Hall Monitor;10;11;0.9090909090909091
Osric;10;10;1.0
Devil;10;10;1.0
Mr. Tweek;10;10;1.0
M.C;10;11;0.9090909090909091
Stevens;10;10;1.0
Denver Player 4;10;10;1.0
DP Executive 1;10;10;1.0
Supporter 2;10;10;1.0
Predator;10;11;0.9090909090909091
Blonde PeTA Member;10;10;1.0
Resident 5;10;10;1.0
OC Member 2;10;12;0.8333333333333334
Token's father;10;10;1.0
Programmer;10;10;1.0
Alias 2;10;10;1.0
Head nurse;10;11;0.9090909090909091
HazMat official;10;10;1.0
Karl Rove;10;10;1.0
Gambler 2;10;12;0.8333333333333334
Gambler 1;10;10;1.0
Other Officers;10;13;0.7692307692307693
Mountie;10;10;1.0
Israeli;10;10;1.0
Mother 1;10;12;0.8333333333333334
Mrs;10;11;0.9090909090909091
Tech 5;10;12;0.8333333333333334
Sailor;10;11;0.9090909090909091
Grandma Marsh's profile;10;10;1.0
Billy's Mom;10;13;0.7692307692307693
Other Members;10;11;0.9090909090909091
Rookie Guard;10;10;1.0
A Catfish;10;10;1.0
Lift Operator;10;10;1.0
Crewman 4;10;10;1.0
Barbardy;10;11;0.9090909090909091
Goat;10;105;0.09523809523809523
Volunteer 1;10;11;0.9090909090909091
Comrade 1;10;11;0.9090909090909091
Redneck 19;10;10;1.0
Poor Girl;10;12;0.8333333333333334
Elderly Woman 6;10;10;1.0
Cowlick Vampire;10;10;1.0
Reginald;10;10;1.0
Paramedic 1;10;10;1.0
Iraqi;10;10;1.0
Witches;10;12;0.8333333333333334
News Announcer;9;9;1.0
Shopper 5;9;9;1.0
Redneck 9;9;9;1.0
Redneck 4;9;9;1.0
Haman;9;10;0.9
Secretary 1;9;9;1.0
Twirler 4;9;10;0.9
Bailiff;9;9;1.0
Frakes;9;9;1.0
Head Concierge;9;10;0.9
Profile 1;9;9;1.0
Tooth Decay;9;9;1.0
Grandma Obama;9;10;0.9
Female Gambler 2;9;9;1.0
Apple Tech;9;10;0.9
Bodybuilder;9;12;0.75
Other classmates;9;11;0.8181818181818182
Bald Knight;9;9;1.0
Brett Favre;9;9;1.0
Dispatcher 2;9;9;1.0
Louse 5;9;9;1.0
A counselor;9;11;0.8181818181818182
Marilyn Manson;9;13;0.6923076923076923
Rumsfeld;9;9;1.0
Border Officer 3;9;9;1.0
Resident 11;9;9;1.0
Constance;9;10;0.9
Dream Estella;9;9;1.0
Princess Diana;9;9;1.0
Pizza Man;9;13;0.6923076923076923
Toss-a-Ball Operator;9;9;1.0
Redneck 22;9;9;1.0
Fat Priest;9;9;1.0
Biker 5;9;10;0.9
Townsman 4;9;9;1.0
Townsman 3;9;10;0.9
Melvin 3;9;9;1.0
Lady;9;9;1.0
Player 3;9;9;1.0
Parents;9;24;0.375
Japanese Woman;9;9;1.0
Fat Plumber;9;9;1.0
Twirler 3;9;10;0.9
Richard Tweek;9;9;1.0
Randy's Boss;9;9;1.0
Girl in O T-shirt;9;9;1.0
Profile 6;9;10;0.9
Profile 2;9;10;0.9
Sussan;9;9;1.0
Bushy Eyebrows Boy;9;9;1.0
The King;9;11;0.8181818181818182
Police Commissioner;9;9;1.0
Police Radio;9;9;1.0
Mr. Vladchick;9;9;1.0
Orc;9;9;1.0
With Males;9;9;1.0
Resident 6;9;9;1.0
Shades Vamp;9;10;0.9
American Male 2;9;9;1.0
Charlotte Poll Worker;9;9;1.0
Agent 10;9;9;1.0
Alias 4;9;9;1.0
Guard on Right;9;9;1.0
BP Man 1;9;9;1.0
T-Shirt Vendor;9;11;0.8181818181818182
Hula Dancers;9;10;0.9
Counselor Steve;9;9;1.0
Indian Ambassador;9;10;0.9
A Banana;9;10;0.9
Susan92's profile;9;9;1.0
Looter 2;9;10;0.9
Mr. Tumnus;9;9;1.0
Cat;9;65;0.13846153846153847
Sam;9;15;0.6
Cardinal Mallory;9;9;1.0
Baby;9;10;0.9
Nobunaga;9;11;0.8181818181818182
Pan;9;9;1.0
Colleague 2;9;9;1.0
Becker;9;10;0.9
Dreadlocked PeTA Man;9;10;0.9
Bum 7;9;12;0.75
Ashley;9;9;1.0
Elderly Woman 2;9;10;0.9
White Bouncer;9;9;1.0
Reporter 5;9;9;1.0
Snooki;9;30;0.3
Ghetto Avenue Boys;9;34;0.2647058823529412
Denver Catcher;9;9;1.0
Denver Cop;9;9;1.0
Pedo 3;9;9;1.0
Uncle Stinky;9;9;1.0
Yimenez;9;12;0.75
Shopper 9;8;9;0.8888888888888888
Redneck 6;8;9;0.8888888888888888
Squirt 1;8;8;1.0
Male Crew 1;8;10;0.8
Israeli 2;8;10;0.8
Indiglo Girls singer;8;8;1.0
Programmer 5;8;8;1.0
Member 6;8;8;1.0
Uncle;8;8;1.0
Denver Player;8;9;0.8888888888888888
All three;8;18;0.4444444444444444
Louse 11;8;8;1.0
The Giant;8;8;1.0
Ride operator;8;8;1.0
Elders;8;15;0.5333333333333333
Woman 7;8;8;1.0
Stewie;8;8;1.0
Fed;8;8;1.0
Passengers;8;14;0.5714285714285714
Quint #2;8;8;1.0
A Guest;8;8;1.0
Road Workers;8;10;0.8
Biker 11;8;9;0.8888888888888888
Female Aide;8;8;1.0
Other Bikers;8;10;0.8
Butters' profile;8;8;1.0
Brent Musberger;8;8;1.0
Hippie 4;8;8;1.0
Patrons;8;13;0.6153846153846154
Ben Rothlisberger;8;8;1.0
Jay;8;8;1.0
people on the field;8;8;1.0
Soccer Captain;8;10;0.8
Lab Tech 3;8;8;1.0
Grandpa Marvin;8;8;1.0
Cipac;8;8;1.0
Blood 2;8;8;1.0
Male passenger;8;8;1.0
Female director 2;8;8;1.0
Emo Boy;8;8;1.0
Man in briefs;8;8;1.0
Protestor #2;8;8;1.0
The Clergy;8;9;0.8888888888888888
New Director;8;8;1.0
Cowboy 2;8;8;1.0
Other Men;8;11;0.7272727272727273
Redneck 20;8;9;0.8888888888888888
Brunette Nurse;8;8;1.0
Earl;8;8;1.0
Springer;8;8;1.0
Player 6;8;13;0.6153846153846154
Profile 5;8;8;1.0
Driver 5;8;8;1.0
Hare 5;8;8;1.0
Mr. Farnickle;8;8;1.0
Residents;8;8;1.0
Bab;8;9;0.8888888888888888
Banker;8;23;0.34782608695652173
Middle Prostitute;8;8;1.0
DP Executive 2;8;8;1.0
Obese Man 2;8;9;0.8888888888888888
Bennigan's Chef;8;12;0.6666666666666666
The Class;8;13;0.6153846153846154
Voguing Skier 2;8;8;1.0
The other kids;8;9;0.8888888888888888
Little Boy;8;8;1.0
New Mormon;8;8;1.0
Chorus;8;32;0.25
Roadie 2;8;8;1.0
Alias 3;8;8;1.0
Sixth Graders;8;11;0.7272727272727273
People in Crowd;8;9;0.8888888888888888
Alvin;8;9;0.8888888888888888
Violet Hare;8;8;1.0
Cleric 1;8;9;0.8888888888888888
Voices;8;11;0.7272727272727273
Whispers;8;10;0.8
Guard 4;8;8;1.0
Fan wearing #3;8;8;1.0
Clown;8;8;1.0
Protester 4;8;8;1.0
With the Kennedys;8;8;1.0
Randy's profile;8;10;0.8
With Females;8;8;1.0
Dark Cub;8;9;0.8888888888888888
Redneck;8;9;0.8888888888888888
Melvin 2;8;10;0.8
Blood;8;8;1.0
With Boys;8;8;1.0
Big Blonde;8;8;1.0
Gram'ma;8;8;1.0
Comrade 2;8;8;1.0
Mr. Harrison;8;9;0.8888888888888888
Sergeant Yates;8;8;1.0
Marcia;8;11;0.7272727272727273
Contestant 2;8;8;1.0
Firefighter;8;8;1.0
Eugene Levy;8;8;1.0
Man in Brown Shirt;8;9;0.8888888888888888
Garth;8;8;1.0
Garrison Actor;7;7;1.0
Nicki;7;7;1.0
Mrs. Streibel;7;7;1.0
Ferrari;7;7;1.0
Diners;7;7;1.0
LSX Reporter;7;7;1.0
Boys 1;7;7;1.0
Iggy's Ass;7;9;0.7777777777777778
Flight Attendant 1;7;7;1.0
Man 17;7;7;1.0
Bum 14;7;17;0.4117647058823529
Younger Man;7;7;1.0
Band;7;12;0.5833333333333334
Black Woman 2;7;7;1.0
White Bailiff;7;9;0.7777777777777778
Buddy 1;7;7;1.0
Crewman;7;10;0.7
Reveler 2;7;7;1.0
Man with Mustache;7;7;1.0
Congregants;7;9;0.7777777777777778
FC Fat Player;7;7;1.0
UAL Leader;7;7;1.0
Black kid;7;7;1.0
Male hippie;7;7;1.0
Game Voice;7;11;0.6363636363636364
Bulter;7;7;1.0
Studio Audience;7;8;0.875
Mr. Hat 2;7;7;1.0
Mr. Hat 1;7;7;1.0
Somali 2;7;7;1.0
The Jonas Brothers;7;13;0.5384615384615384
Biker 15;7;8;0.875
Viewer 1;7;7;1.0
Pirate 8;7;7;1.0
Assemblyman 3;7;9;0.7777777777777778
The Adults;7;7;1.0
Melvins;7;8;0.875
Black Bouncer;7;7;1.0
Towel;7;8;0.875
Small Group;7;7;1.0
Enrique Iglesias;7;11;0.6363636363636364
Ride Operator;7;7;1.0
Elderly Lady;7;7;1.0
Passenger 4;7;7;1.0
Butter's Voice;7;7;1.0
Farrah Fawcett;7;10;0.7
Occupant;7;7;1.0
Resident 10;7;9;0.7777777777777778
Second Baseman;7;7;1.0
Headless Horseman;7;7;1.0
Canadian 1;7;7;1.0
Protestor #1;7;7;1.0
Gnomes;7;9;0.7777777777777778
Scientist 3;7;7;1.0
Numa Numa;7;15;0.4666666666666667
Ethiopian;7;8;0.875
Voice 2;7;7;1.0
Suitcase;7;7;1.0
Mexicans;7;12;0.5833333333333334
Critter;7;7;1.0
Jersey Woman;7;14;0.5
Proprietor;7;8;0.875
Woman Supporter 1;7;7;1.0
Kevin Donahue's profile;7;8;0.875
Alien Carl;7;9;0.7777777777777778
ALF Member;7;7;1.0
Café Monet diner;7;7;1.0
Head Agent;7;7;1.0
A Diner;7;7;1.0
Retarded Fish;7;7;1.0
Congressmen;7;33;0.21212121212121213
The Broflovskis;7;15;0.4666666666666667
Officer Harris;7;7;1.0
Driver 4;7;7;1.0
SS Agent 2;7;10;0.7
Volunteer 4;7;8;0.875
Her Blossom;7;7;1.0
Denver Guard;7;7;1.0
Denver Player 3;7;7;1.0
The other boys;7;11;0.6363636363636364
Aliens;7;10;0.7
Employee 1;7;7;1.0
The Japanese;7;8;0.875
Gary Johnson's profile;7;7;1.0
Supporter 3;7;7;1.0
A skier;7;9;0.7777777777777778
Ramdu;7;7;1.0
Puerto Rican Player;7;7;1.0
2;7;7;1.0
Colin;7;7;1.0
Three kids;7;9;0.7777777777777778
Kids at Finish Line;7;7;1.0
Mrs. Melman;7;8;0.875
Jersey Man 2;7;7;1.0
Dr. Doom;7;7;1.0
Bikers;7;7;1.0
Personnel;7;8;0.875
Uncle Murray;7;7;1.0
Bonds;7;7;1.0
Jerry Jones;7;7;1.0
Gambler 4;7;7;1.0
Fire Chief;7;8;0.875
Townsman 9;7;7;1.0
Blonde 2;7;7;1.0
Bradley Biggle;7;7;1.0
A Quarantine;7;7;1.0
COCKA-3;7;8;0.875
Av 3;7;7;1.0
Older kid;7;7;1.0
Carson replica;7;8;0.875
Crewman 5;7;7;1.0
Man with No Limbs;7;8;0.875
McGuire;7;8;0.875
Donald;7;8;0.875
Townsman 16;7;7;1.0
Diner 4;7;7;1.0
Diner 3;7;7;1.0
Troupe;7;12;0.5833333333333334
The Cubs;7;8;0.875
Other Kids;7;7;1.0
Bum 9;7;8;0.875
Guest 2;7;7;1.0
Rob Schneider;7;14;0.5
Chad's Dad;7;7;1.0
Elderly Woman 3;7;7;1.0
Patron 9;7;7;1.0
Strawberry Shortcake;7;10;0.7
A guest;7;7;1.0
Wally B.;7;7;1.0
Disciples vocalist;7;9;0.7777777777777778
Shopper 13;7;7;1.0
Townsperson 1;7;7;1.0
Gnome 3;7;9;0.7777777777777778
Kid #2;7;7;1.0
Child;7;7;1.0
Marklar dispatcher;7;7;1.0
Side Judge;7;8;0.875
Popeye;6;6;1.0
Toothpaste;6;7;0.8571428571428571
Redneck 1;6;6;1.0
Younger Daughter;6;6;1.0
FBI agent;6;6;1.0
Revelers;6;9;0.6666666666666666
KoRn;6;9;0.6666666666666666
Flight Attendant 3;6;6;1.0
Other Musicians;6;6;1.0
Bum 13;6;6;1.0
Biker 8;6;6;1.0
Director 10;6;6;1.0
Programmer 3;6;6;1.0
Redneck 7;6;7;0.8571428571428571
Jakovasaur Boy;6;7;0.8571428571428571
Lorraine;6;6;1.0
Male Guest;6;6;1.0
Trainer 2;6;6;1.0
P. Sanchez;6;6;1.0
Elderly Man 11;6;6;1.0
Female Gambler 1;6;6;1.0
The Ramseys;6;17;0.35294117647058826
Bronco 2;6;6;1.0
Sarah Valmer;6;6;1.0
Japanese Man 2;6;6;1.0
Natsako Semu;6;6;1.0
Japanese Man 1;6;6;1.0
Brunette 3;6;6;1.0
Tourist;6;7;0.8571428571428571
Border Guard;6;6;1.0
Biggie Smalls;6;6;1.0
Viewer 3;6;6;1.0
Pirate 7;6;6;1.0
Bronco 1;6;6;1.0
Hippie 6;6;6;1.0
All the boys;6;6;1.0
Louse 4;6;6;1.0
Hard Candy;6;7;0.8571428571428571
Mrs.Tucker;6;6;1.0
Lab Tech 2;6;6;1.0
Expert 11;6;6;1.0
Lieutenant;6;6;1.0
Marsh Family;6;16;0.375
Blood 5;6;6;1.0
Blood 1;6;6;1.0
The Freaks;6;19;0.3157894736842105
Angel 12;6;6;1.0
Scientist 5;6;6;1.0
Peters;6;6;1.0
Bearded man;6;6;1.0
Spiky Vamp;6;6;1.0
Melvin 1;6;6;1.0
Fields;6;9;0.6666666666666666
The Phantom;6;6;1.0
Weird Hat Guy;6;6;1.0
Other mothers;6;6;1.0
Former Coach;6;6;1.0
Crips;6;6;1.0
SP Team;6;12;0.5
Jersey People;6;7;0.8571428571428571
Hare 7;6;6;1.0
Dick Cheney;6;6;1.0
Tech;6;6;1.0
DP Executive 5;6;6;1.0
Citizen 2;6;6;1.0
Female hippie;6;6;1.0
Pirate Choir;6;6;1.0
A Musician;6;6;1.0
Black Woman;6;6;1.0
Third Graders;6;6;1.0
Kindergarten boy;6;8;0.75
Townspeople;6;9;0.6666666666666666
Middling Group;6;6;1.0
Japanese Man 3;6;6;1.0
Japanese Man 5;6;6;1.0
Refugee Man 1;6;6;1.0
Bible Vendor;6;6;1.0
Millionaire 1;6;7;0.8571428571428571
Agent 11;6;8;0.75
Marine;6;6;1.0
An Official;6;6;1.0
Russia;6;9;0.6666666666666666
Mohawk Vamp;6;6;1.0
Security Guard 1;6;6;1.0
Blacksmith;6;6;1.0
Townsperson 2;6;6;1.0
Guard 9;6;6;1.0
Nurse 1;6;6;1.0
Rescuer 4;6;10;0.6
Cartamn;6;6;1.0
Army Doctor;6;6;1.0
Paparazzo 11;6;6;1.0
Elder Carn;6;8;0.75
The Cotswolds;6;9;0.6666666666666666
Background Singers;6;6;1.0
Elderly Man 3;6;6;1.0
Elderly Man 7;6;6;1.0
the Coon;6;6;1.0
Townsman 15;6;6;1.0
Kylie;6;6;1.0
German 1;6;6;1.0
Black Man 2;6;6;1.0
Halfy;6;9;0.6666666666666666
Coon's Friends;6;8;0.75
Miner 4;6;6;1.0
Braided Crip;6;7;0.8571428571428571
Draco;6;6;1.0
Boy in glasses;6;6;1.0
Redheaded Prostitute;6;6;1.0
Toodee;6;7;0.8571428571428571
Priest 4;6;6;1.0
Elderly Woman 7;6;6;1.0
Angel 9;6;6;1.0
FBI Negotiator;6;6;1.0
An Elderly Woman;6;6;1.0
Vocalist;6;9;0.6666666666666666
Mother Lion;5;5;1.0
O.J.;5;10;0.5
Deckhand;5;5;1.0
Cowboys;5;14;0.35714285714285715
Denver Goalie;5;8;0.625
Purple Hare 2;5;5;1.0
Fan wearing a blue star;5;5;1.0
Suicide 1;5;5;1.0
Castro;5;6;0.8333333333333334
Mr. Jefferson;5;6;0.8333333333333334
Blond Cop;5;5;1.0
Rick...;5;10;0.5
Blind Man;5;5;1.0
Madonna;5;5;1.0
Hammerhead Man;5;5;1.0
Donald Rumsfeld;5;5;1.0
Tom Brady;5;7;0.7142857142857143
Tim Burton;5;5;1.0
Some men;5;5;1.0
Weasel;5;6;0.8333333333333334
The group;5;5;1.0
Individual in crowd;5;9;0.5555555555555556
Woman 6;5;5;1.0
ManBearPig;5;5;1.0
Ensign;5;5;1.0
Aussie Crewman;5;5;1.0
Ho;5;5;1.0
Lesbians;5;6;0.8333333333333334
Baker 2;5;5;1.0
Other boys;5;10;0.5
Trooper;5;5;1.0
Latino Protesters;5;12;0.4166666666666667
A Fan;5;5;1.0
Biker 12;5;5;1.0
Biker 14;5;5;1.0
DC Crewman;5;5;1.0
Redneck 14;5;5;1.0
Louse 8;5;6;0.8333333333333334
Louse 2;5;5;1.0
Priest 3;5;5;1.0
Paparazzo 2;5;5;1.0
Simon;5;5;1.0
Jimbo Kern;5;5;1.0
Man In Yellow Jacket;5;5;1.0
Female Nurse;5;6;0.8333333333333334
Kenya;5;5;1.0
SWAT Officer;5;5;1.0
Officer 9;5;10;0.5
Formena;5;5;1.0
Mrs. Sanders;5;5;1.0
FC Catcher;5;5;1.0
Blood 3;5;5;1.0
Tron Soldier;5;7;0.7142857142857143
Roland;5;5;1.0
Male Aide;5;5;1.0
Band Member 3;5;5;1.0
Elderly Tree Hugger;5;5;1.0
Voice 1;5;7;0.7142857142857143
Danish Woman;5;5;1.0
The Boy;5;5;1.0
Other Women;5;5;1.0
Legless Boy;5;5;1.0
Redneck 28;5;5;1.0
Pueblo Dad;5;7;0.7142857142857143
Car Salesman;5;5;1.0
Biker 3;5;6;0.8333333333333334
Angel 6;5;5;1.0
Crab Solo;5;6;0.8333333333333334
Russell Crowe (off-screen);5;6;0.8333333333333334
Patient;5;5;1.0
Audience Member;5;5;1.0
Girl In Pink;5;5;1.0
Hare 3;5;6;0.8333333333333334
Hare 6;5;5;1.0
Chef (recording);5;7;0.7142857142857143
Obese Lady;5;5;1.0
Nathan's Dad;5;5;1.0
Mr. T;5;5;1.0
Prostitute;5;5;1.0
Bishop 3;5;5;1.0
All five quints in unison;5;5;1.0
